se prévaloir| [sound:se+pr%C3%A9valoir.mp3]| to pride onself on
prévenir| [sound:pr%C3%A9venir.mp3]| to warn, forestall, ward off, prevent
prévoir| [sound:pr%C3%A9voir.mp3]| to foresee
prier| [sound:prier.mp3]| to pray, supplicate, entreat beg, request
produire| [sound:produire.mp3]| to produce
projeter| [sound:projeter.mp3]| to project, plan, throw up, cast
prononcer| [sound:prononcer.mp3]| to pronounce, declare
proscrire| [sound:proscrire.mp3]| to prohibit, ban, proscribe, banish
protéger| [sound:prot%C3%A9ger.mp3]| to protect
prouver| [sound:prouver.mp3]| to prove
puer| [sound:puer.mp3]| to stink
punir| [sound:punir.mp3]| to punish
ralentir| [sound:ralentir.mp3]| to slow down
ranger| [sound:ranger.mp3]| to set (put) in order, tidy up
rappeler| [sound:rappeler.mp3]| to recall, remind, call again, call back
rassurer| [sound:rassurer.mp3]| to reassure
rater| [sound:rater.mp3]| to fail, miss<br />
ravir| [sound:ravir.mp3]| to delight, rob (somebody of something)
reconduire| [sound:reconduire.mp3]| to escort, renew
reconstruire| [sound:reconstruire.mp3]| to rebuild, reconstruct
recoudre| [sound:recoudre.mp3]| to sew back on, stitch up
recourir| [sound:recourir.mp3]| to race again, resort to, to turn to
recouvrir| [sound:recouvrir.mp3]| to cover, become covered
récrire| [sound:r%C3%A9crire.mp3]| to rewrite, write again
recueillir| [sound:recueillir.mp3]| to collect, gather, harvest
rédiger| [sound:r%C3%A9diger.mp3]| to write, compile, write up, draw up
redire| [sound:redire.mp3]| to repeat, say again
réduire| [sound:r%C3%A9duire.mp3]| to reduce, decrease, diminish
réélire| [sound:r%C3%A9%C3%A9lire.mp3]| to re-elect
rejeter| [sound:rejeter.mp3]| to reject, throw back, deny
rejoindre| [sound:rejoindre.mp3]| to rejoin, to agree with
relire| [sound:relire.mp3]| to reread
remarquer| [sound:remarquer.mp3]| to remark, notice, observe, distinguish
remettre| [sound:remettre.mp3]| to put (on) again, replace, put back, give back, postpone
rencontrer| [sound:rencontrer.mp3]| to meet, encounter
rendre| [sound:rendre.mp3]| to give back, return, render, vomit
renoncer| [sound:renoncer.mp3]| to renounce
renouveler| [sound:renouveler.mp3]| to renew, re-elect, repeat
renvoyer| [sound:renvoyer.mp3]| to dismiss, expel, suspend, send away
répandre| [sound:r%C3%A9pandre.mp3]| to spread, scatter, spill
reparaître| [sound:repara%C3%AEtre.mp3]| to reappear
réparer| [sound:r%C3%A9parer.mp3]| to repair
repasser| [sound:repasser.mp3]| to iron, pass again
repeindre| [sound:repeindre.mp3]| to repaint
se repentir| [sound:se+repentir.mp3]| to repent
repérer| [sound:rep%C3%A9rer.mp3]| to spot, locate
reprendre| [sound:reprendre.mp3]| to take back, recover, resume
réprimander| [sound:r%C3%A9primander.mp3]| to reprimand
reproduire| [sound:reproduire.mp3]| to reproduce
résoudre| [sound:r%C3%A9soudre.mp3]| to resolve, solve
ressembler| [sound:ressembler.mp3]| to resemble
ressentir| [sound:ressentir.mp3]| to feel
restreindre| [sound:restreindre.mp3]| to restrict
retenir| [sound:retenir.mp3]| to retain, keep, detain, hold back
revendiquer| [sound:revendiquer.mp3]| to demand, claim responsibility for, claim
rêver| [sound:r%C3%AAver.mp3]| to dream (during sleep)
revêtir| [sound:rev%C3%AAtir.mp3]| to put on (uniform)| to take on (appearance, character)
revoir| [sound:revoir.mp3]| to see again
riposter| [sound:riposter.mp3]| to retaliate, answer back, counter attack
rire| [sound:rire.mp3]| to laugh
rompre| [sound:rompre.mp3]| to break, burst, shatter, break off
rougir| [sound:rougir.mp3]| to redden, blush
rouler| [sound:rouler.mp3]| to roll, drive (a car), ride along
rouvrir| [sound:rouvrir.mp3]| to reopen
saisir| [sound:saisir.mp3]| to seize, grasp, comprehend
salir| [sound:salir.mp3]| to soil, dirty
satisfaire| [sound:satisfaire.mp3]| to satisfy
sauter| [sound:sauter.mp3]| to jump, leap
sauver| [sound:sauver.mp3]| to save, rescue
secouer| [sound:secouer.mp3]| to shake, shake off
secourir| [sound:secourir.mp3]| to help, relieve
séduire| [sound:s%C3%A9duire.mp3]| to charm, appeal to
séjourner| [sound:s%C3%A9journer.mp3]| to sojourn, live somewhere temporarily
sembler| [sound:sembler.mp3]| to seem
séparer| [sound:s%C3%A9parer.mp3]| to separate
serrer| [sound:serrer.mp3]| to grasp, press, squeeze, shake (hands)
servir| [sound:servir.mp3]| to serve, be useful
siffler| [sound:siffler.mp3]| to whistle, hiss, boo
signaler| [sound:signaler.mp3]| to signal, point out
signer| [sound:signer.mp3]| to sign
signifier| [sound:signifier.mp3]| to mean
skier| [sound:skier.mp3]| to ski
songer| [sound:songer.mp3]| to dream, think
sonner| [sound:sonner.mp3]| to ring
souffler| [sound:souffler.mp3]| to blow, pant
souffrir| [sound:souffrir.mp3]| to suffer, endure
souiller| [sound:souiller.mp3]| to soil, dirty, muddy, sully (reputation)
soumettre| [sound:soumettre.mp3]| to submit
sourire| [sound:sourire.mp3]| to smile
souscrire| [sound:souscrire.mp3]| to subscribe (book, new publication, fund)
soutenir| [sound:soutenir.mp3]| to support
se souvenir| [sound:se+souvenir.mp3]| to remember
subir| [sound:subir.mp3]| to suffer, undergo
subvenir| [sound:subvenir.mp3]| to provide for, support
sucer| [sound:sucer.mp3]| to suck
succomber| [sound:succomber.mp3]| to succumb, die
suffire| [sound:suffire.mp3]| to suffice, be enough
suggérer| [sound:sugg%C3%A9rer.mp3]| to suggest
supplier| [sound:supplier.mp3]| to beg, implore, supplicate
supposer| [sound:supposer.mp3]| to suppose
supporter| [sound:supporter.mp3]| to support, endure, hold up, prop up, tolerate
surprendre| [sound:surprendre.mp3]| to surprise
survenir| [sound:survenir.mp3]| to occur, arise, take place
survivre| [sound:survivre.mp3]| to survive
survoler| [sound:survoler.mp3]| to fly over
tapoter| [sound:tapoter.mp3]| to tap, pat
teindre| [sound:teindre.mp3]| to dye
téléphoner| [sound:t%C3%A9l%C3%A9phoner.mp3]| to call (on the telephone)
tendre| [sound:tendre.mp3]| to strain, stretch, tighten, tend
tenter| [sound:tenter.mp3]| to tempt, attempt, try
tirer| [sound:tirer.mp3]| to draw out, shoot, pull
tondre| [sound:tondre.mp3]| to shear, mow
tonner| [sound:tonner.mp3]| to thunder, boom
tordre| [sound:tordre.mp3]| to twist
toucher| [sound:toucher.mp3]| to touch, affect
tourner| [sound:tourner.mp3]| to turn
tousser| [sound:tousser.mp3]| to cough
tracer| [sound:tracer.mp3]| to draw (something out: water, card, etc.)| to draw (plan, line, circle)
traduire| [sound:traduire.mp3]| to translate
trahir| [sound:trahir.mp3]| to betray
traiter| [sound:traiter.mp3]| to treat (somebody a certain way), negotiate
transmettre| [sound:transmettre.mp3]| to transmit, transfer
transparaître| [sound:transpara%C3%AEtre.mp3]| to show through
traverser| [sound:traverser.mp3]| to traverse, cross
tressaillir| [sound:tressaillir.mp3]| to quiver, shudder, wince
tricher| [sound:tricher.mp3]| to trick, cheat
tuer| [sound:tuer.mp3]| to kill
tutoyer| [sound:tutoyer.mp3]| to use &quot;tu&quot; with somebody when speaking
unir| [sound:unir.mp3]| to unite, join
user| [sound:user.mp3]| to wear out, wear down
vaincre| [sound:vaincre.mp3]| to vanquish, conquer
valoir| [sound:valoir.mp3]| to be worth, be as good as, deserve, merit
vanter| [sound:vanter.mp3]| to vaunt, praise
varier| [sound:varier.mp3]| to vary
veiller| [sound:veiller.mp3]| to stay up (late), be watchful
venger| [sound:venger.mp3]| to avenge
verdir| [sound:verdir.mp3]| to turn green
vérifier| [sound:v%C3%A9rifier.mp3]| to verify, check, audit
verser| [sound:verser.mp3]| to pour
vêtir| [sound:v%C3%AAtir.mp3]| to clothe, dress
vieillir| [sound:vieillir.mp3]| to grow old, age
viser| [sound:viser.mp3]| to aim
vivre| [sound:vivre.mp3]| to live (be alive)
voiler| [sound:voiler.mp3]| to veil
voler| [sound:voler.mp3]| to fly, steal
voter| [sound:voter.mp3]| to vote
vouvoyer| [sound:vouvoyer.mp3]| to use &quot;vous&quot; when speaking with somebody
voyager| [sound:voyager.mp3]| to travel
zébrer| [sound:z%C3%A9brer.mp3]| to stripe
zézayer| [sound:z%C3%A9zayer.mp3]| to lisp
zoner| [sound:zoner.mp3]| to zone
frissonner| [sound:frissonner.mp3]| to quake (fear), shudder (horror), shiver (from cold)
rêvasser| [sound:r%C3%AAvasser.mp3]| to dream (when awake)
accroître| [sound:accro%C3%AEtre.mp3]| to increase, make greater, to enlarge
s'en aller| [sound:s%27en+aller.mp3]| to go away
s'amuser| [sound:s%27amuser.mp3]| to have a good time| to amuse oneself| to enjoy oneself
apprécier| [sound:appr%C3%A9cier.mp3]| to appreciate
s'arrêter| [sound:s%27arr%C3%AAter.mp3]| to stop oneself, to pause
assiéger| [sound:assi%C3%A9ger.mp3]| to besiege<br />to lay seige to
baver| [sound:baver.mp3]| to drool
brancher| [sound:brancher.mp3]| to plug in, connect
croître| [sound:cro%C3%AEtre.mp3]| to grow, increase
se débrouiller| [sound:se+d%C3%A9brouiller.mp3]| to manage, improvise, get by
décroître| [sound:d%C3%A9cro%C3%AEtre.mp3]| to decrease, diminish
se dépêcher| [sound:se+d%C3%A9p%C3%AAcher.mp3]| to hurry, hasten
émouvoir| [sound:%C3%A9mouvoir.mp3]| to move, touch, excite, arouse
enduire| [sound:enduire.mp3]| to coat (cover a surface)
s'étendre| [sound:s%27%C3%A9tendre.mp3]| to stretch oneself, to stretch out, lie down
s'évanouir| [sound:s%27%C3%A9vanouir.mp3]| to faint, lose consciousness, swoon, vanish
s'exclure mutuellement| [sound:s%27exclure+mutuellement.mp3]| to be mutually exclusive
s'excuser| [sound:s%27excuser.mp3]| to excuse oneself, apologize
se fâcher| [sound:se+f%C3%A2cher.mp3]| to become angry
se fier| [sound:se+fier.mp3]| to depend on, rely on, trust in
fuir| [sound:fuir.mp3]| to flee, fly off, shun<br />to leak (gas, oil, etc.)
se laver| [sound:se+laver.mp3]| to wash oneself
se lever| [sound:se+lever.mp3]| to get up
se méfier| [sound:se+m%C3%A9fier.mp3]| to beware, distrust, mistrust
se méprendre| [sound:se+m%C3%A9prendre.mp3]| to be mistaken, to mistake
se mettre| [sound:se+mettre.mp3]| to begin, start, place oneself
mirer| [sound:mirer.mp3]| to mirror
modeler| [sound:modeler.mp3]| to model, shape
mouvoir| [sound:mouvoir.mp3]| to move
s'occuper| [sound:s%27occuper.mp3]| to be busy, keep oneself busy
se plaindre| [sound:se+plaindre.mp3]| to complain, lament, moan
se presser| [sound:se+presser.mp3]| to be in a hurry, make haste, rush, crowd
programmer| [sound:programmer.mp3]| to program, plan
se rappeler| [sound:se+rappeler.mp3]| to remember, recall, recollect
se reposer| [sound:se+reposer.mp3]| to rest 
se retirer| [sound:se+retirer.mp3]| to retire, withdraw
se sauver| [sound:se+sauver.mp3]| to run away, to rush off, to escape
sécher| [sound:s%C3%A9cher.mp3]| to dry
se servir| [sound:se+servir.mp3]| to serve oneself, help oneself (to food and drink)
se taire| [sound:se+taire.mp3]| to be silent, quiet
traire| [sound:traire.mp3]| to milk
travailler| [sound:travailler.mp3]| to work
se tromper| [sound:se+tromper.mp3]| to be mistaken, to be wrong (about something)
tromper| [sound:tromper.mp3]| to cheat, deceive
trouver| [sound:trouver.mp3]| to find
se trouver| [sound:se+trouver.mp3]| to be located, be situated
vendre| [sound:vendre.mp3]| to sell
voir| [sound:voir.mp3]| to see
déverrouiller| [sound:d%C3%A9verrouiller.mp3]| to unlock, release, unboldt
détendre| | to relax
coopérer| | to cooperate
précéder| | to precede
régner| | to reign
rouspéter| | to grumble, grouch
tolérer| | to tolerate
ensorceler| | to bewitch
aboyer| | to bark
rayer| | to cross out
revendre| | to sell, sell off
grossir| | to gain weight
retourner| [sound:retourner.mp3]| to return
